,id_mutation,date_mutation,nature_mutation,valeur_fonciere,code_commune,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
85952,2019-490183,2019-08-29,Vente,325000.0,34172,Montpellier,Maison,70.0,3.0,sols,240.0
86018,2019-490226,2019-08-29,Vente,129000.0,34172,Montpellier,Maison,36.0,2.0,sols,60.0
86042,2019-490244,2019-08-26,Vente,375000.0,34172,Montpellier,Maison,96.0,4.0,sols,363.0
86088,2019-490271,2019-08-09,Vente,285000.0,34172,Montpellier,Maison,66.0,4.0,sols,295.0
86104,2019-490278,2019-08-19,Vente,278461.0,34172,Montpellier,Maison,103.0,5.0,,
86120,2019-490287,2019-06-28,Vente,350000.0,34172,Montpellier,Maison,78.0,3.0,sols,306.0
86168,2019-490320,2019-08-05,Vente,236900.0,34172,Montpellier,Maison,92.0,4.0,sols,166.0
86175,2019-490324,2019-08-29,Vente,247500.0,34172,Montpellier,Maison,90.0,5.0,,
86217,2019-490351,2019-08-26,Vente,225000.0,34172,Montpellier,Maison,100.0,5.0,,
86218,2019-490352,2019-08-26,Vente,291000.0,34172,Montpellier,Maison,88.0,5.0,,
86243,2019-490367,2019-08-30,Vente,150000.0,34172,Montpellier,Maison,86.0,4.0,,
86250,2019-490372,2019-08-09,Vente,318000.0,34172,Montpellier,Maison,97.0,5.0,sols,226.0
86261,2019-490379,2019-08-12,Vente,412500.0,34172,Montpellier,Maison,78.0,4.0,,
86277,2019-490389,2019-08-14,Vente,340000.0,34172,Montpellier,Maison,97.0,5.0,sols,150.0
86343,2019-490431,2019-08-23,Vente,225000.0,34172,Montpellier,Maison,80.0,4.0,,
86451,2019-490498,2019-09-04,Vente,490000.0,34172,Montpellier,Maison,120.0,5.0,sols,575.0
86497,2019-490528,2019-08-26,Vente,525000.0,34172,Montpellier,Maison,120.0,4.0,sols,79.0
86498,2019-490529,2019-09-05,Vente,435000.0,34172,Montpellier,Maison,100.0,5.0,sols,580.0
86623,2019-490607,2019-08-30,Vente,235000.0,34172,Montpellier,Maison,78.0,4.0,sols,278.0
86795,2019-490709,2019-09-05,Vente,255000.0,34172,Montpellier,Maison,88.0,4.0,,
86812,2019-490721,2019-09-10,Vente,187000.0,34172,Montpellier,Maison,57.0,3.0,sols,80.0
86830,2019-490731,2019-09-05,Vente,326500.0,34172,Montpellier,Maison,26.0,2.0,sols,538.0
86831,2019-490731,2019-09-05,Vente,326500.0,34172,Montpellier,Maison,119.0,5.0,sols,538.0
86883,2019-490761,2019-09-09,Vente,350000.0,34172,Montpellier,Maison,90.0,3.0,sols,368.0
86915,2019-490782,2019-09-16,Vente,410000.0,34172,Montpellier,Maison,60.0,3.0,sols,321.0
86956,2019-490794,2019-09-02,Vente,305000.0,34172,Montpellier,Maison,116.0,8.0,sols,296.0
86970,2019-490805,2019-09-05,Vente,245000.0,34172,Montpellier,Maison,87.0,4.0,,
86973,2019-490807,2019-09-11,Vente,635000.0,34172,Montpellier,Maison,157.0,6.0,sols,477.0
86974,2019-490807,2019-09-11,Vente,635000.0,34172,Montpellier,Maison,157.0,6.0,jardins,984.0
87004,2019-490827,2019-09-04,Vente,306250.0,34172,Montpellier,Maison,155.0,6.0,sols,689.0
87027,2019-490842,2019-09-19,Vente,201590.0,34172,Montpellier,Maison,70.0,4.0,sols,163.0
87092,2019-490871,2019-09-13,Vente,350000.0,34172,Montpellier,Maison,105.0,4.0,sols,466.0
87131,2019-490894,2019-08-29,Vente,612000.0,34172,Montpellier,Maison,130.0,6.0,sols,297.0
87223,2019-490934,2019-08-27,Vente,249880.0,34172,Montpellier,Maison,116.0,6.0,,
87265,2019-490961,2019-09-11,Vente,445000.0,34172,Montpellier,Maison,120.0,4.0,sols,954.0
87376,2019-491029,2019-09-23,Vente,310340.0,34172,Montpellier,Maison,80.0,4.0,sols,343.0
87394,2019-491040,2019-08-07,Vente,335000.0,34172,Montpellier,Maison,67.0,4.0,sols,363.0
87404,2019-491047,2019-09-06,Vente,258000.0,34172,Montpellier,Maison,82.0,4.0,sols,401.0
87428,2019-491062,2019-09-10,Vente,230000.0,34172,Montpellier,Maison,80.0,4.0,,
87429,2019-491063,2019-09-19,Vente,429550.0,34172,Montpellier,Maison,100.0,5.0,,
87462,2019-491084,2019-09-20,Vente,332500.0,34172,Montpellier,Maison,130.0,7.0,sols,428.0
87469,2019-491089,2019-09-13,Vente,305000.0,34172,Montpellier,Maison,67.0,4.0,sols,283.0
87475,2019-491091,2019-09-11,Vente,160000.0,34172,Montpellier,Maison,102.0,5.0,,
87491,2019-491101,2019-09-12,Vente,1135100.0,34172,Montpellier,Maison,250.0,4.0,terrains d'agrément,1465.0
87492,2019-491101,2019-09-12,Vente,1135100.0,34172,Montpellier,Maison,250.0,4.0,sols,309.0
87504,2019-491108,2019-09-19,Vente,201000.0,34172,Montpellier,Maison,140.0,5.0,terrains a bâtir,296.0
87514,2019-491116,2019-09-10,Vente,680000.0,34172,Montpellier,Maison,250.0,5.0,terrains d'agrément,1300.0
87515,2019-491116,2019-09-10,Vente,680000.0,34172,Montpellier,Maison,250.0,5.0,sols,600.0
87525,2019-491123,2019-09-23,Vente,380000.0,34172,Montpellier,Maison,90.0,4.0,sols,505.0
87572,2019-491149,2019-09-16,Vente,370000.0,34172,Montpellier,Maison,92.0,4.0,,
87596,2019-491162,2019-09-19,Vente,297000.0,34172,Montpellier,Maison,95.0,5.0,,
87614,2019-491172,2019-08-30,Vente,370000.0,34172,Montpellier,Maison,72.0,4.0,sols,339.0
87630,2019-491181,2019-09-20,Vente,236000.0,34172,Montpellier,Maison,73.0,3.0,,
87659,2019-491199,2019-09-18,Vente,169881.0,34172,Montpellier,Maison,59.0,3.0,,
87775,2019-491268,2019-09-11,Vente,1219100.0,34172,Montpellier,Maison,189.0,5.0,sols,1210.0
87789,2019-491277,2019-09-09,Vente,287000.0,34172,Montpellier,Maison,85.0,4.0,sols,201.0
87821,2019-491290,2019-09-19,Vente,101900.0,34172,Montpellier,Maison,38.0,2.0,sols,29.0
87864,2019-491311,2019-09-23,Vente,307600.0,34172,Montpellier,Maison,84.0,4.0,sols,415.0
87904,2019-491331,2019-09-13,Vente,522000.0,34172,Montpellier,Maison,100.0,4.0,sols,1028.0
88003,2019-491391,2019-09-03,Vente,345000.0,34172,Montpellier,Maison,160.0,4.0,sols,443.0
88101,2019-491444,2019-09-11,Vente,215400.0,34172,Montpellier,Maison,99.0,5.0,,
88270,2019-491496,2019-09-20,Vente,227200.0,34172,Montpellier,Maison,95.0,5.0,sols,246.0
88332,2019-491529,2019-10-01,Vente,287550.0,34172,Montpellier,Maison,68.0,3.0,,
88335,2019-491531,2019-09-27,Vente,207300.0,34172,Montpellier,Maison,86.0,4.0,,
88361,2019-491549,2019-09-17,Vente,259000.0,34172,Montpellier,Maison,110.0,5.0,sols,455.0
88425,2019-491588,2019-10-03,Vente,325000.0,34172,Montpellier,Maison,125.0,6.0,sols,565.0
88444,2019-491602,2019-09-23,Vente,200000.0,34172,Montpellier,Maison,56.0,3.0,sols,339.0
88546,2019-491665,2019-09-28,Vente,556604.0,34172,Montpellier,Maison,95.0,5.0,sols,335.0
88559,2019-491674,2019-09-09,Vente,206000.0,34172,Montpellier,Maison,60.0,3.0,sols,39.0
88572,2019-491684,2019-10-01,Vente,1640000.0,34172,Montpellier,Maison,273.0,7.0,sols,500.0
88573,2019-491684,2019-10-01,Vente,1640000.0,34172,Montpellier,Maison,273.0,7.0,terrains d'agrément,1720.0
88585,2019-491691,2019-09-20,Vente,233000.0,34172,Montpellier,Maison,94.0,5.0,sols,331.0
88615,2019-491711,2019-08-12,Vente,256000.0,34172,Montpellier,Maison,58.0,4.0,sols,263.0
88633,2019-491723,2019-09-24,Vente,470000.0,34172,Montpellier,Maison,133.0,5.0,sols,485.0
88643,2019-491730,2019-09-23,Vente,285000.0,34172,Montpellier,Maison,98.0,4.0,,
88707,2019-491771,2019-09-20,Vente,250000.0,34172,Montpellier,Maison,93.0,4.0,sols,287.0
88709,2019-491773,2019-10-02,Vente,265000.0,34172,Montpellier,Maison,89.0,5.0,,
88714,2019-491777,2019-09-25,Vente,258750.0,34172,Montpellier,Maison,89.0,4.0,,
88739,2019-491786,2019-10-01,Vente,212830.0,34172,Montpellier,Maison,71.0,4.0,sols,144.0
88740,2019-491787,2019-09-20,Vente,320000.0,34172,Montpellier,Maison,90.0,4.0,sols,103.0
88744,2019-491790,2019-09-26,Vente,838000.0,34172,Montpellier,Maison,142.0,6.0,sols,314.0
88760,2019-491803,2019-10-01,Vente,245000.0,34172,Montpellier,Maison,135.0,7.0,sols,365.0
88783,2019-491818,2019-09-23,Vente,140000.0,34172,Montpellier,Maison,81.0,3.0,sols,696.0
88784,2019-491818,2019-09-23,Vente,140000.0,34172,Montpellier,Maison,81.0,3.0,jardins,1412.0
88915,2019-491901,2019-09-25,Vente,800000.0,34172,Montpellier,Maison,90.0,4.0,sols,899.0
88916,2019-491901,2019-09-25,Vente,800000.0,34172,Montpellier,Maison,90.0,4.0,jardins,1230.0
88917,2019-491902,2019-09-26,Vente,450000.0,34172,Montpellier,Maison,158.0,4.0,sols,674.0
88920,2019-491904,2019-09-14,Vente,286000.0,34172,Montpellier,Maison,129.0,4.0,sols,420.0
88930,2019-491912,2019-09-13,Vente,340000.0,34172,Montpellier,Maison,88.0,3.0,sols,372.0
89035,2019-491978,2019-10-03,Vente,113100.0,34172,Montpellier,Maison,129.0,7.0,,
89053,2019-491992,2019-10-02,Vente,180000.0,34172,Montpellier,Maison,86.0,4.0,,
89132,2019-492042,2019-09-25,Vente,347990.0,34172,Montpellier,Maison,105.0,5.0,,
89143,2019-492049,2019-08-28,Vente,956150.0,34172,Montpellier,Maison,175.0,4.0,sols,1333.0
89169,2019-492062,2019-09-27,Vente,216930.0,34172,Montpellier,Maison,79.0,4.0,sols,114.0
89173,2019-492065,2019-10-03,Vente,430000.0,34172,Montpellier,Maison,84.0,4.0,sols,215.0
89176,2019-492067,2019-10-11,Vente,900000.0,34172,Montpellier,Maison,181.0,7.0,sols,650.0
89244,2019-492102,2019-10-10,Vente,313000.0,34172,Montpellier,Maison,93.0,6.0,,
89308,2019-492137,2019-09-20,Vente,695000.0,34172,Montpellier,Maison,148.0,5.0,sols,1391.0
89323,2019-492142,2019-08-28,Vente,610000.0,34172,Montpellier,Maison,274.0,10.0,sols,146.0
89419,2019-492197,2019-09-25,Vente,452500.0,34172,Montpellier,Maison,165.0,6.0,sols,570.0
89513,2019-492251,2019-10-10,Vente,315000.0,34172,Montpellier,Maison,103.0,4.0,sols,275.0
89628,2019-492324,2019-10-11,Vente,258000.0,34172,Montpellier,Maison,107.0,6.0,sols,396.0
89630,2019-492326,2019-10-15,Vente,335000.0,34172,Montpellier,Maison,92.0,4.0,sols,275.0
89633,2019-492329,2019-09-30,Vente,165000.0,34172,Montpellier,Maison,109.0,5.0,,
89641,2019-492335,2019-10-03,Vente,221690.0,34172,Montpellier,Maison,116.0,6.0,,
89664,2019-492354,2019-09-30,Vente,785647.0,34172,Montpellier,Maison,119.0,4.0,sols,186.0
89711,2019-492382,2019-10-07,Vente,610000.0,34172,Montpellier,Maison,130.0,4.0,sols,640.0
89719,2019-492389,2019-10-11,Vente,215000.0,34172,Montpellier,Maison,100.0,5.0,,
89762,2019-492413,2019-10-18,Vente,270000.0,34172,Montpellier,Maison,80.0,6.0,sols,241.0
89795,2019-492430,2019-10-09,Vente,460000.0,34172,Montpellier,Maison,112.0,5.0,sols,500.0
89796,2019-492430,2019-10-09,Vente,460000.0,34172,Montpellier,Maison,112.0,5.0,terrains d'agrément,391.0
89823,2019-492448,2019-10-16,Vente,536400.0,34172,Montpellier,Maison,128.0,5.0,sols,606.0
89854,2019-492466,2019-07-03,Vente,280000.0,34172,Montpellier,Maison,70.0,3.0,sols,276.0
89904,2019-492497,2019-10-02,Vente,195000.0,34172,Montpellier,Maison,85.0,4.0,sols,459.0
89948,2019-492525,2019-10-21,Vente,414593.0,34172,Montpellier,Maison,218.0,5.0,terrains a bâtir,270.0
89993,2019-492554,2019-10-22,Vente,358548.0,34172,Montpellier,Maison,104.0,4.0,sols,298.0
90003,2019-492560,2019-10-18,Vente,287000.0,34172,Montpellier,Maison,105.0,5.0,,
90071,2019-492601,2019-10-22,Vente,112000.0,34172,Montpellier,Maison,40.0,2.0,sols,22.0
90489,2019-492821,2019-10-24,Vente,232000.0,34172,Montpellier,Maison,86.0,4.0,sols,215.0
90490,2019-492822,2019-10-24,Vente,275600.0,34172,Montpellier,Maison,84.0,4.0,,
90493,2019-492824,2019-08-30,Vente,315000.0,34172,Montpellier,Maison,62.0,3.0,sols,181.0
90495,2019-492826,2019-10-22,Vente,255000.0,34172,Montpellier,Maison,80.0,4.0,sols,612.0
90544,2019-492847,2019-10-17,Vente,1294500.0,34172,Montpellier,Maison,218.0,5.0,sols,890.0
90547,2019-492849,2019-10-10,Vente,559450.0,34172,Montpellier,Maison,130.0,5.0,sols,241.0
90615,2019-492883,2019-10-25,Vente,1270000.0,34172,Montpellier,Maison,219.0,6.0,sols,408.0
90738,2019-492961,2019-10-17,Vente,300000.0,34172,Montpellier,Maison,80.0,5.0,sols,412.0
90743,2019-492964,2019-10-25,Vente,190000.0,34172,Montpellier,Maison,86.0,4.0,,
90773,2019-492985,2019-10-12,Vente,504000.0,34172,Montpellier,Maison,85.0,5.0,sols,142.0
90954,2019-493082,2019-10-30,Vente,280000.0,34172,Montpellier,Maison,95.0,4.0,sols,294.0
90990,2019-493100,2019-10-03,Vente,390000.0,34172,Montpellier,Maison,140.0,5.0,sols,471.0
91012,2019-493118,2019-10-31,Vente,80000.0,34172,Montpellier,Maison,102.0,5.0,sols,668.0
91013,2019-493118,2019-10-31,Vente,80000.0,34172,Montpellier,Maison,30.0,2.0,sols,668.0
91025,2019-493125,2019-10-31,Vente,333000.0,34172,Montpellier,Maison,175.0,7.0,sols,332.0
91035,2019-493129,2019-08-22,Vente,332000.0,34172,Montpellier,Maison,82.0,5.0,sols,244.0
91048,2019-493137,2019-10-28,Vente,370000.0,34172,Montpellier,Maison,134.0,1.0,sols,346.0
91095,2019-493166,2019-10-09,Vente,215000.0,34172,Montpellier,Maison,86.0,4.0,,
91126,2019-493183,2019-11-04,Vente,200000.0,34172,Montpellier,Maison,148.0,4.0,sols,195.0
91141,2019-493192,2019-10-16,Vente,565000.0,34172,Montpellier,Maison,116.0,4.0,sols,396.0
91143,2019-493192,2019-10-16,Vente,565000.0,34172,Montpellier,Maison,22.0,2.0,sols,393.0
91298,2019-493284,2019-10-18,Vente,568981.0,34172,Montpellier,Maison,85.0,4.0,sols,538.0
91416,2019-493344,2019-10-18,Vente,399000.0,34172,Montpellier,Maison,100.0,5.0,sols,602.0
91433,2019-493354,2019-11-07,Vente,279000.0,34172,Montpellier,Maison,108.0,4.0,sols,254.0
91438,2019-493358,2019-10-16,Vente,620590.0,34172,Montpellier,Maison,102.0,5.0,sols,282.0
91439,2019-493358,2019-10-16,Vente,620590.0,34172,Montpellier,Maison,88.0,4.0,sols,169.0
91498,2019-493395,2019-10-29,Vente,405000.0,34172,Montpellier,Maison,120.0,4.0,sols,710.0
91648,2019-493476,2019-11-07,Vente,285000.0,34172,Montpellier,Maison,92.0,5.0,sols,289.0
91670,2019-493490,2019-10-31,Vente,130000.0,34172,Montpellier,Maison,67.0,4.0,sols,175.0
91679,2019-493495,2019-11-08,Vente,262745.0,34172,Montpellier,Maison,80.0,4.0,,
91696,2019-493507,2019-10-25,Vente,705000.0,34172,Montpellier,Maison,155.0,5.0,sols,352.0
91712,2019-493517,2019-10-25,Vente,1050000.0,34172,Montpellier,Maison,150.0,5.0,sols,500.0
91713,2019-493517,2019-10-25,Vente,1050000.0,34172,Montpellier,Maison,150.0,5.0,terrains d'agrément,616.0
91765,2019-493546,2019-11-15,Vente,1103000.0,34172,Montpellier,Maison,115.0,6.0,sols,615.0
91768,2019-493547,2019-10-29,Vente,509100.0,34172,Montpellier,Maison,109.0,3.0,sols,376.0
91777,2019-493552,2019-11-15,Vente,210000.0,34172,Montpellier,Maison,61.0,4.0,sols,136.0
91870,2019-493606,2019-11-05,Vente,197000.0,34172,Montpellier,Maison,71.0,3.0,sols,235.0
91885,2019-493615,2019-11-06,Vente,280000.0,34172,Montpellier,Maison,125.0,7.0,,
91929,2019-493640,2019-10-25,Vente,261800.0,34172,Montpellier,Maison,68.0,3.0,sols,116.0
92008,2019-493683,2019-11-23,Vente,235130.0,34172,Montpellier,Maison,65.0,3.0,,
92124,2019-493757,2019-11-05,Vente,305000.0,34172,Montpellier,Maison,101.0,6.0,sols,193.0
92208,2019-493794,2019-10-30,Vente,570000.0,34172,Montpellier,Maison,97.0,4.0,sols,717.0
92209,2019-493794,2019-10-30,Vente,570000.0,34172,Montpellier,Maison,97.0,4.0,jardins,1190.0
92268,2019-493830,2019-10-31,Vente,285500.0,34172,Montpellier,Maison,83.0,4.0,sols,214.0
92355,2019-493884,2019-11-07,Vente,330000.0,34172,Montpellier,Maison,88.0,5.0,sols,249.0
92395,2019-493913,2019-11-13,Vente,254000.0,34172,Montpellier,Maison,77.0,4.0,sols,199.0
92420,2019-493929,2019-11-15,Vente,350000.0,34172,Montpellier,Maison,110.0,4.0,sols,375.0
92487,2019-493952,2019-11-25,Vente,294600.0,34172,Montpellier,Maison,66.0,3.0,sols,227.0
92516,2019-493970,2019-10-31,Vente,372350.0,34172,Montpellier,Maison,120.0,5.0,sols,444.0
92560,2019-493996,2019-11-04,Vente,755000.0,34172,Montpellier,Maison,205.0,7.0,sols,1200.0
92565,2019-493999,2019-10-31,Vente,225000.0,34172,Montpellier,Maison,105.0,5.0,,
92603,2019-494019,2019-11-18,Vente,930000.0,34172,Montpellier,Maison,100.0,4.0,sols,521.0
92611,2019-494025,2019-11-25,Vente,237000.0,34172,Montpellier,Maison,126.0,4.0,sols,203.0
92756,2019-494115,2019-11-14,Vente,305000.0,34172,Montpellier,Maison,125.0,4.0,sols,209.0
92812,2019-494151,2019-11-29,Vente,346700.0,34172,Montpellier,Maison,115.0,4.0,sols,294.0
92849,2019-494173,2019-11-12,Vente,448000.0,34172,Montpellier,Maison,133.0,5.0,sols,293.0
92919,2019-494206,2019-11-22,Vente,328500.0,34172,Montpellier,Maison,79.0,5.0,sols,315.0
92923,2019-494209,2019-11-12,Vente,200000.0,34172,Montpellier,Maison,127.0,6.0,,
92939,2019-494218,2019-11-29,Vente,625000.0,34172,Montpellier,Maison,92.0,3.0,sols,553.0
92951,2019-494226,2019-11-12,Vente,291500.0,34172,Montpellier,Maison,78.0,4.0,sols,272.0
92983,2019-494247,2019-12-06,Vente,321000.0,34172,Montpellier,Maison,97.0,4.0,terrains d'agrément,151.0
92984,2019-494247,2019-12-06,Vente,321000.0,34172,Montpellier,Maison,97.0,4.0,sols,500.0
92985,2019-494248,2019-11-29,Vente,347000.0,34172,Montpellier,Maison,114.0,5.0,sols,260.0
93134,2019-494311,2019-11-29,Vente,795950.0,34172,Montpellier,Maison,175.0,6.0,sols,1139.0
93136,2019-494312,2019-11-27,Vente,219575.0,34172,Montpellier,Maison,88.0,4.0,sols,324.0
93167,2019-494330,2019-11-29,Vente,266860.0,34172,Montpellier,Maison,78.0,3.0,sols,208.0
93198,2019-494348,2019-11-20,Vente,173750.0,34172,Montpellier,Maison,60.0,4.0,sols,98.0
93636,2019-494552,2019-11-25,Vente,520000.0,34172,Montpellier,Maison,130.0,7.0,sols,165.0
93665,2019-494572,2019-12-06,Vente,276500.0,34172,Montpellier,Maison,86.0,4.0,sols,310.0
93765,2019-494633,2019-12-04,Vente,288800.0,34172,Montpellier,Maison,125.0,5.0,sols,260.0
93777,2019-494640,2019-11-15,Vente,382000.0,34172,Montpellier,Maison,57.0,4.0,sols,100.0
93858,2019-494693,2019-12-09,Vente,318000.0,34172,Montpellier,Maison,97.0,4.0,,
93941,2019-494741,2019-12-13,Vente,235000.0,34172,Montpellier,Maison,45.0,2.0,sols,471.0
93967,2019-494757,2019-11-26,Vente,340000.0,34172,Montpellier,Maison,22.0,2.0,sols,393.0
94018,2019-494784,2019-11-26,Vente,575000.0,34172,Montpellier,Maison,132.0,6.0,sols,655.0
94084,2019-494828,2019-12-04,Vente,220000.0,34172,Montpellier,Maison,80.0,4.0,sols,307.0
94234,2019-494917,2019-12-12,Vente,617500.0,34172,Montpellier,Maison,171.0,7.0,jardins,547.0
94235,2019-494917,2019-12-12,Vente,617500.0,34172,Montpellier,Maison,171.0,7.0,sols,678.0
94274,2019-494943,2019-12-20,Vente,260000.0,34172,Montpellier,Maison,87.0,4.0,sols,213.0
94280,2019-494948,2019-12-16,Vente,78000.0,34172,Montpellier,Maison,85.0,4.0,sols,215.0
94305,2019-494962,2019-12-12,Vente,1259000.0,34172,Montpellier,Maison,240.0,7.0,sols,969.0
94412,2019-495022,2019-12-12,Vente,272130.0,34172,Montpellier,Maison,81.0,4.0,,
94414,2019-495024,2019-12-11,Vente,460000.0,34172,Montpellier,Maison,99.0,5.0,sols,780.0
94497,2019-495078,2019-12-16,Vente,519450.0,34172,Montpellier,Maison,92.0,4.0,sols,424.0
94515,2019-495091,2019-12-03,Vente,418000.0,34172,Montpellier,Maison,87.0,4.0,sols,334.0
94552,2019-495112,2019-11-25,Vente,284000.0,34172,Montpellier,Maison,92.0,4.0,sols,275.0
94619,2019-495149,2019-12-13,Vente,535290.0,34172,Montpellier,Maison,64.0,3.0,sols,502.0
94636,2019-495153,2019-12-05,Vente,3008352.0,34172,Montpellier,Maison,100.0,4.0,sols,1100.0
94637,2019-495153,2019-12-05,Vente,3008352.0,34172,Montpellier,Maison,100.0,4.0,terrains d'agrément,2228.0
94643,2019-495155,2019-12-19,Vente,510000.0,34172,Montpellier,Maison,62.0,3.0,sols,216.0
94656,2019-495164,2019-12-13,Vente,395472.0,34172,Montpellier,Maison,80.0,4.0,sols,373.0
94674,2019-495174,2019-12-18,Vente,273000.0,34172,Montpellier,Maison,90.0,4.0,,
94688,2019-495183,2019-12-02,Vente,195000.0,34172,Montpellier,Maison,92.0,3.0,,
94697,2019-495188,2019-12-19,Vente,269000.0,34172,Montpellier,Maison,67.0,4.0,sols,142.0
94768,2019-495234,2019-12-18,Vente,396000.0,34172,Montpellier,Maison,140.0,5.0,sols,338.0
94788,2019-495247,2019-12-18,Vente,225000.0,34172,Montpellier,Maison,77.0,4.0,,
94978,2019-495361,2019-12-17,Vente,376000.0,34172,Montpellier,Maison,82.0,4.0,sols,284.0
94993,2019-495370,2019-12-16,Vente,950000.0,34172,Montpellier,Maison,160.0,7.0,sols,670.0
95117,2019-495436,2019-12-09,Vente,202000.0,34172,Montpellier,Maison,86.0,4.0,,
95143,2019-495448,2019-12-06,Vente,900000.0,34172,Montpellier,Maison,136.0,5.0,sols,235.0
95146,2019-495448,2019-12-06,Vente,900000.0,34172,Montpellier,Maison,89.0,3.0,terrains d'agrément,625.0
95147,2019-495448,2019-12-06,Vente,900000.0,34172,Montpellier,Maison,89.0,3.0,sols,600.0
95161,2019-495452,2019-12-06,Vente,1415000.0,34172,Montpellier,Maison,60.0,2.0,terrains a bâtir,339.0
95172,2019-495458,2019-12-06,Vente,263000.0,34172,Montpellier,Maison,82.0,3.0,sols,141.0
95201,2019-495476,2019-12-19,Vente,297000.0,34172,Montpellier,Maison,102.0,6.0,sols,117.0
95246,2019-495499,2019-12-27,Vente,450000.0,34172,Montpellier,Maison,90.0,5.0,sols,411.0
95306,2019-495514,2019-12-20,Vente,477500.0,34172,Montpellier,Maison,80.0,4.0,sols,186.0
95346,2019-495538,2019-12-20,Vente,283000.0,34172,Montpellier,Maison,93.0,4.0,sols,226.0
95413,2019-495581,2019-12-13,Vente,296600.0,34172,Montpellier,Maison,110.0,5.0,sols,625.0
95505,2019-495632,2019-12-30,Vente,235000.0,34172,Montpellier,Maison,99.0,5.0,sols,176.0
95667,2019-495715,2019-12-23,Vente,638000.0,34172,Montpellier,Maison,120.0,4.0,,
95709,2019-495741,2019-12-23,Vente,239438.0,34172,Montpellier,Maison,82.0,4.0,,
95718,2019-495748,2019-12-19,Vente,340000.0,34172,Montpellier,Maison,140.0,5.0,sols,225.0
95728,2019-495755,2019-12-23,Vente,343500.0,34172,Montpellier,Maison,112.0,4.0,sols,620.0
95792,2019-495791,2019-12-18,Vente,174600.0,34172,Montpellier,Maison,84.0,4.0,sols,416.0
95819,2019-495806,2019-12-11,Vente,383000.0,34172,Montpellier,Maison,93.0,6.0,sols,344.0
95905,2019-495857,2019-12-30,Vente,260000.0,34172,Montpellier,Maison,140.0,5.0,sols,600.0
95959,2019-495881,2019-12-13,Vente,280000.0,34172,Montpellier,Maison,67.0,4.0,sols,254.0
96023,2019-495909,2019-12-18,Vente,209000.0,34172,Montpellier,Maison,106.0,3.0,sols,418.0
96116,2019-495957,2019-12-28,Vente,638000.0,34172,Montpellier,Maison,150.0,5.0,,
96179,2019-495978,2019-12-24,Vente,367500.0,34172,Montpellier,Maison,150.0,5.0,sols,468.0
96189,2019-495984,2019-12-27,Vente,268000.0,34172,Montpellier,Maison,80.0,4.0,sols,204.0
96213,2019-496000,2019-12-23,Vente,230000.0,34172,Montpellier,Maison,90.0,6.0,sols,171.0
96226,2019-496007,2019-12-30,Vente,240000.0,34172,Montpellier,Maison,97.0,4.0,sols,305.0
96378,2019-496036,2019-12-18,Vente,102500.0,34172,Montpellier,Maison,104.0,6.0,sols,195.0
96381,2019-496039,2019-12-30,Vente,580000.0,34172,Montpellier,Maison,68.0,3.0,terrains d'agrément,1141.0
