,id_mutation,date_mutation,nature_mutation,valeur_fonciere,code_commune,nom_commune,type_local,surface_reelle_bati,nombre_pieces_principales,nature_culture,surface_terrain
161576,2020-469014,2020-09-15,Vente,750000.0,34172,Montpellier,Maison,88.0,4.0,sols,413.0
161613,2020-469035,2020-09-16,Vente,273800.0,34172,Montpellier,Maison,94.0,5.0,sols,612.0
161762,2020-469103,2020-09-18,Vente,505000.0,34172,Montpellier,Maison,144.0,6.0,sols,734.0
161767,2020-469106,2020-09-21,Vente,485390.0,34172,Montpellier,Maison,90.0,5.0,sols,70.0
161806,2020-469126,2020-09-25,Vente,185000.0,34172,Montpellier,Maison,87.0,4.0,,
161848,2020-469148,2020-09-23,Vente,500000.0,34172,Montpellier,Maison,150.0,5.0,,
161849,2020-469149,2020-09-30,Vente,275000.0,34172,Montpellier,Maison,84.0,4.0,sols,154.0
161937,2020-469190,2020-09-16,Vente,16000.0,34172,Montpellier,Maison,73.0,3.0,sols,357.0
161949,2020-469196,2020-09-23,Vente,375800.0,34172,Montpellier,Maison,94.0,4.0,sols,200.0
161987,2020-469214,2020-09-16,Vente,410000.0,34172,Montpellier,Maison,103.0,5.0,sols,320.0
162030,2020-469238,2020-09-28,Vente,330000.0,34172,Montpellier,Maison,67.0,4.0,sols,135.0
162067,2020-469254,2020-09-03,Vente,198500.0,34172,Montpellier,Maison,63.0,3.0,,
162113,2020-469275,2020-09-09,Vente,714300.0,34172,Montpellier,Maison,147.0,5.0,sols,982.0
162194,2020-469313,2020-09-24,Vente,295000.0,34172,Montpellier,Maison,67.0,4.0,sols,166.0
162250,2020-469346,2020-09-30,Vente,223500.0,34172,Montpellier,Maison,63.0,3.0,sols,150.0
162268,2020-469357,2020-09-25,Vente,280430.0,34172,Montpellier,Maison,81.0,4.0,sols,413.0
162321,2020-469383,2020-09-30,Vente,792885.0,34172,Montpellier,Maison,116.0,5.0,sols,611.0
162322,2020-469384,2020-09-30,Vente,350000.0,34172,Montpellier,Maison,105.0,5.0,sols,600.0
162325,2020-469386,2020-09-18,Vente,224500.0,34172,Montpellier,Maison,100.0,5.0,,
162336,2020-469393,2020-09-14,Vente,100000.0,34172,Montpellier,Maison,70.0,4.0,sols,287.0
162401,2020-469427,2020-09-24,Vente,320000.0,34172,Montpellier,Maison,89.0,5.0,sols,288.0
162412,2020-469433,2020-10-01,Vente,170000.0,34172,Montpellier,Maison,68.0,4.0,,
162423,2020-469440,2020-09-23,Vente,248500.0,34172,Montpellier,Maison,100.0,4.0,sols,269.0
162452,2020-469458,2020-10-02,Vente,237000.0,34172,Montpellier,Maison,90.0,4.0,,
162482,2020-469475,2020-09-18,Vente,245000.0,34172,Montpellier,Maison,77.0,3.0,sols,237.0
162505,2020-469483,2020-09-11,Vente,609200.0,34172,Montpellier,Maison,130.0,7.0,sols,321.0
162614,2020-469539,2020-10-07,Vente,336200.0,34172,Montpellier,Maison,93.0,5.0,sols,200.0
162761,2020-469613,2020-09-24,Vente,223250.0,34172,Montpellier,Maison,115.0,5.0,sols,530.0
162764,2020-469616,2020-10-02,Vente,324885.0,34172,Montpellier,Maison,82.0,5.0,sols,422.0
162767,2020-469618,2020-09-22,Vente,614000.0,34172,Montpellier,Maison,120.0,4.0,,
162774,2020-469621,2020-10-02,Vente,369500.0,34172,Montpellier,Maison,90.0,4.0,sols,207.0
162778,2020-469623,2020-10-01,Vente,412000.0,34172,Montpellier,Maison,96.0,6.0,,
162796,2020-469632,2020-10-01,Vente,439485.0,34172,Montpellier,Maison,129.0,7.0,,
162822,2020-469644,2020-09-08,Vente,460000.0,34172,Montpellier,Maison,102.0,4.0,sols,709.0
162831,2020-469650,2020-10-09,Vente,246000.0,34172,Montpellier,Maison,68.0,4.0,sols,365.0
162951,2020-469709,2020-09-18,Vente,438000.0,34172,Montpellier,Maison,120.0,4.0,sols,801.0
162959,2020-469714,2020-10-05,Vente,296000.0,34172,Montpellier,Maison,101.0,5.0,sols,310.0
163032,2020-469753,2020-10-08,Vente,315000.0,34172,Montpellier,Maison,80.0,5.0,sols,294.0
163090,2020-469783,2020-10-05,Vente,354300.0,34172,Montpellier,Maison,115.0,5.0,sols,624.0
163098,2020-469786,2020-09-25,Vente,216380.0,34172,Montpellier,Maison,65.0,3.0,,
163158,2020-469815,2020-10-13,Vente,378200.0,34172,Montpellier,Maison,50.0,4.0,sols,399.0
163168,2020-469820,2020-10-06,Vente,198000.0,34172,Montpellier,Maison,65.0,3.0,,
163169,2020-469821,2020-09-23,Vente,224800.0,34172,Montpellier,Maison,63.0,3.0,,
163230,2020-469845,2020-10-08,Vente,340000.0,34172,Montpellier,Maison,78.0,5.0,sols,308.0
163265,2020-469860,2020-09-30,Vente,300000.0,34172,Montpellier,Maison,121.0,6.0,sols,294.0
163297,2020-469875,2020-09-07,Vente,380000.0,34172,Montpellier,Maison,86.0,4.0,sols,568.0
163339,2020-469897,2020-10-08,Vente,437681.0,34172,Montpellier,Maison,130.0,4.0,sols,760.0
163373,2020-469909,2020-10-01,Vente,604000.0,34172,Montpellier,Maison,116.0,4.0,sols,329.0
163424,2020-469937,2020-10-14,Vente,655000.0,34172,Montpellier,Maison,135.0,5.0,sols,602.0
163461,2020-469949,2020-10-01,Vente,372000.0,34172,Montpellier,Maison,91.0,3.0,sols,204.0
163529,2020-469982,2020-09-30,Vente,540000.0,34172,Montpellier,Maison,122.0,5.0,sols,860.0
163575,2020-470005,2020-10-20,Vente,380000.0,34172,Montpellier,Maison,73.0,5.0,sols,506.0
163577,2020-470006,2020-10-16,Vente,783000.0,34172,Montpellier,Maison,230.0,8.0,,
163618,2020-470026,2020-09-30,Vente,430000.0,34172,Montpellier,Maison,66.0,3.0,sols,548.0
163659,2020-470047,2020-10-05,Vente,231500.0,34172,Montpellier,Maison,86.0,4.0,,
163669,2020-470053,2020-10-15,Vente,496550.0,34172,Montpellier,Maison,158.0,6.0,sols,601.0
163723,2020-470077,2020-10-09,Vente,358000.0,34172,Montpellier,Maison,66.0,3.0,sols,304.0
163847,2020-470141,2020-09-25,Vente,315250.0,34172,Montpellier,Maison,89.0,5.0,sols,173.0
163871,2020-470153,2020-10-09,Vente,270000.0,34172,Montpellier,Maison,84.0,4.0,sols,462.0
163885,2020-470161,2020-09-25,Vente,40000.0,34172,Montpellier,Maison,86.0,4.0,,
163915,2020-470175,2020-09-29,Vente,145000.0,34172,Montpellier,Maison,40.0,2.0,,
164072,2020-470209,2020-09-29,Vente,1589040.0,34172,Montpellier,Maison,150.0,4.0,sols,719.0
164073,2020-470209,2020-09-29,Vente,1589040.0,34172,Montpellier,Maison,140.0,3.0,sols,719.0
164077,2020-470209,2020-09-29,Vente,1589040.0,34172,Montpellier,Maison,45.0,2.0,terres,2727.0
164101,2020-470218,2020-10-19,Vente,1130000.0,34172,Montpellier,Maison,210.0,6.0,sols,774.0
164104,2020-470218,2020-10-19,Vente,1130000.0,34172,Montpellier,Maison,210.0,6.0,terrains d'agrément,1113.0
164130,2020-470230,2020-10-15,Vente,483000.0,34172,Montpellier,Maison,145.0,5.0,sols,407.0
164177,2020-470254,2020-10-19,Vente,266100.0,34172,Montpellier,Maison,88.0,4.0,,
164218,2020-470264,2020-10-22,Vente,160000.0,34172,Montpellier,Maison,114.0,4.0,sols,627.0
164237,2020-470272,2020-10-21,Vente,270000.0,34172,Montpellier,Maison,67.0,3.0,sols,312.0
164283,2020-470290,2020-10-16,Vente,502000.0,34172,Montpellier,Maison,89.0,4.0,sols,388.0
164296,2020-470299,2020-10-09,Vente,200000.0,34172,Montpellier,Maison,85.0,4.0,sols,143.0
164317,2020-470308,2020-10-05,Vente,357713.0,34172,Montpellier,Maison,55.0,3.0,sols,358.0
164331,2020-470315,2020-10-26,Vente,301060.0,34172,Montpellier,Maison,101.0,4.0,sols,232.0
164339,2020-470320,2020-10-22,Vente,1125300.0,34172,Montpellier,Maison,226.0,9.0,sols,824.0
164361,2020-470332,2020-10-23,Vente,284000.0,34172,Montpellier,Maison,85.0,4.0,sols,221.0
164483,2020-470383,2020-10-23,Vente,419500.0,34172,Montpellier,Maison,150.0,6.0,sols,534.0
164488,2020-470386,2020-10-16,Vente,599000.0,34172,Montpellier,Maison,290.0,10.0,sols,567.0
164571,2020-470430,2020-10-30,Vente,188575.0,34172,Montpellier,Maison,50.0,3.0,sols,34.0
164583,2020-470436,2020-10-20,Vente,155000.0,34172,Montpellier,Maison,82.0,4.0,sols,103.0
164646,2020-470469,2020-10-23,Vente,395000.0,34172,Montpellier,Maison,105.0,4.0,sols,988.0
164684,2020-470487,2020-10-29,Vente,345000.0,34172,Montpellier,Maison,110.0,5.0,sols,367.0
164718,2020-470507,2020-10-28,Vente,396350.0,34172,Montpellier,Maison,93.0,4.0,sols,367.0
164736,2020-470516,2020-10-20,Vente,279000.0,34172,Montpellier,Maison,119.0,5.0,sols,253.0
164808,2020-470549,2020-10-22,Vente,1064550.0,34172,Montpellier,Maison,213.0,5.0,sols,500.0
164810,2020-470549,2020-10-22,Vente,1064550.0,34172,Montpellier,Maison,213.0,5.0,terrains d'agrément,2195.0
164826,2020-470558,2020-11-04,Vente,415000.0,34172,Montpellier,Maison,81.0,4.0,sols,229.0
164850,2020-470571,2020-10-16,Vente,483000.0,34172,Montpellier,Maison,87.0,4.0,sols,518.0
164855,2020-470573,2020-10-28,Vente,299000.0,34172,Montpellier,Maison,119.0,4.0,,
164896,2020-470593,2020-10-28,Vente,199000.0,34172,Montpellier,Maison,86.0,4.0,,
164897,2020-470594,2020-10-30,Vente,285184.0,34172,Montpellier,Maison,92.0,4.0,sols,166.0
164932,2020-470609,2020-10-16,Vente,220000.0,34172,Montpellier,Maison,80.0,3.0,sols,527.0
164934,2020-470610,2020-10-13,Vente,210000.0,34172,Montpellier,Maison,80.0,4.0,,
164941,2020-470613,2020-10-13,Vente,400000.0,34172,Montpellier,Maison,60.0,3.0,sols,446.0
165039,2020-470663,2020-11-02,Vente,242311.0,34172,Montpellier,Maison,77.0,4.0,sols,111.0
165070,2020-470675,2020-10-29,Vente,284000.0,34172,Montpellier,Maison,81.0,4.0,sols,183.0
165203,2020-470725,2020-11-06,Vente,397000.0,34172,Montpellier,Maison,113.0,5.0,sols,292.0
165258,2020-470757,2020-10-29,Vente,443011.0,34172,Montpellier,Maison,165.0,6.0,sols,384.0
165271,2020-470763,2020-11-03,Vente,323715.0,34172,Montpellier,Maison,92.0,5.0,sols,246.0
165329,2020-470793,2020-10-27,Vente,275000.0,34172,Montpellier,Maison,98.0,4.0,sols,442.0
165332,2020-470795,2020-10-28,Vente,1700000.0,34172,Montpellier,Maison,335.0,10.0,terrains d'agrément,2948.0
165346,2020-470795,2020-10-28,Vente,1700000.0,34172,Montpellier,Maison,335.0,10.0,sols,1619.0
165370,2020-470803,2020-10-27,Vente,3225000.0,34172,Montpellier,Maison,120.0,11.0,terrains d'agrément,3734.0
165371,2020-470803,2020-10-27,Vente,3225000.0,34172,Montpellier,Maison,30.0,1.0,terrains d'agrément,3734.0
165373,2020-470803,2020-10-27,Vente,3225000.0,34172,Montpellier,Maison,120.0,11.0,sols,500.0
165374,2020-470803,2020-10-27,Vente,3225000.0,34172,Montpellier,Maison,30.0,1.0,sols,500.0
165410,2020-470822,2020-10-29,Vente,430000.0,34172,Montpellier,Maison,106.0,5.0,sols,566.0
165432,2020-470833,2020-10-21,Vente,266000.0,34172,Montpellier,Maison,77.0,4.0,sols,165.0
165484,2020-470862,2020-11-12,Vente,300000.0,34172,Montpellier,Maison,83.0,4.0,sols,239.0
165492,2020-470866,2020-11-05,Vente,279000.0,34172,Montpellier,Maison,78.0,4.0,sols,239.0
165497,2020-470869,2020-10-30,Vente,279500.0,34172,Montpellier,Maison,45.0,3.0,sols,53.0
165516,2020-470882,2020-11-12,Vente,292000.0,34172,Montpellier,Maison,99.0,5.0,sols,208.0
165635,2020-470941,2020-11-09,Vente,432300.0,34172,Montpellier,Maison,76.0,4.0,sols,399.0
165642,2020-470944,2020-10-23,Vente,710000.0,34172,Montpellier,Maison,96.0,4.0,sols,1056.0
165643,2020-470944,2020-10-23,Vente,710000.0,34172,Montpellier,Maison,96.0,4.0,terrains d'agrément,1107.0
165665,2020-470949,2020-10-29,Vente,488700.0,34172,Montpellier,Maison,88.0,4.0,sols,460.0
165680,2020-470955,2020-11-12,Vente,469200.0,34172,Montpellier,Maison,87.0,5.0,sols,284.0
165705,2020-470965,2020-11-04,Vente,498000.0,34172,Montpellier,Maison,122.0,5.0,sols,419.0
165717,2020-470970,2020-11-03,Vente,260377.0,34172,Montpellier,Maison,110.0,5.0,,
165773,2020-470999,2020-11-10,Vente,432520.0,34172,Montpellier,Maison,125.0,8.0,sols,320.0
165774,2020-471000,2020-11-12,Vente,187000.0,34172,Montpellier,Maison,86.0,4.0,,
165781,2020-471004,2020-10-30,Vente,544900.0,34172,Montpellier,Maison,163.0,5.0,sols,279.0
165806,2020-471017,2020-11-05,Vente,569330.0,34172,Montpellier,Maison,110.0,4.0,sols,278.0
165846,2020-471040,2020-11-10,Vente,320000.0,34172,Montpellier,Maison,72.0,4.0,sols,239.0
166044,2020-471141,2020-11-06,Vente,506000.0,34172,Montpellier,Maison,161.0,8.0,sols,314.0
166045,2020-471141,2020-11-06,Vente,506000.0,34172,Montpellier,Maison,90.0,4.0,sols,40.0
166069,2020-471152,2020-11-10,Vente,226210.0,34172,Montpellier,Maison,81.0,4.0,sols,139.0
166083,2020-471160,2020-11-04,Vente,432000.0,34172,Montpellier,Maison,104.0,5.0,sols,248.0
166158,2020-471198,2020-11-10,Vente,485580.0,34172,Montpellier,Maison,112.0,5.0,sols,182.0
166211,2020-471231,2020-10-30,Vente,500050.0,34172,Montpellier,Maison,133.0,4.0,sols,491.0
166224,2020-471236,2020-11-16,Vente,372300.0,34172,Montpellier,Maison,67.0,4.0,sols,210.0
166258,2020-471252,2020-11-12,Vente,260000.0,34172,Montpellier,Maison,68.0,3.0,sols,173.0
166315,2020-471287,2020-11-16,Vente,299500.0,34172,Montpellier,Maison,90.0,4.0,sols,97.0
166330,2020-471295,2020-10-23,Vente,335000.0,34172,Montpellier,Maison,90.0,4.0,sols,311.0
166427,2020-471349,2020-11-10,Vente,246400.0,34172,Montpellier,Maison,85.0,4.0,sols,126.0
166607,2020-471437,2020-10-30,Vente,256300.0,34172,Montpellier,Maison,83.0,4.0,,
166767,2020-471508,2020-11-02,Vente,400000.0,34172,Montpellier,Maison,100.0,5.0,sols,425.0
166835,2020-471538,2020-11-23,Vente,284400.0,34172,Montpellier,Maison,85.0,4.0,,
166856,2020-471551,2020-11-10,Vente,370000.0,34172,Montpellier,Maison,110.0,4.0,sols,277.0
166885,2020-471567,2020-11-05,Vente,371000.0,34172,Montpellier,Maison,140.0,5.0,sols,301.0
167026,2020-471640,2020-11-10,Vente,410000.0,34172,Montpellier,Maison,95.0,5.0,sols,627.0
167109,2020-471685,2020-11-09,Vente,257500.0,34172,Montpellier,Maison,70.0,4.0,sols,134.0
167210,2020-471736,2020-11-27,Vente,705000.0,34172,Montpellier,Maison,143.0,4.0,sols,570.0
167237,2020-471751,2020-12-01,Vente,242000.0,34172,Montpellier,Maison,95.0,4.0,sols,170.0
167266,2020-471766,2020-12-01,Vente,250000.0,34172,Montpellier,Maison,120.0,5.0,sols,325.0
167405,2020-471844,2020-11-20,Vente,370100.0,34172,Montpellier,Maison,60.0,3.0,sols,163.0
167410,2020-471847,2020-11-24,Vente,229900.0,34172,Montpellier,Maison,76.0,4.0,,
167424,2020-471853,2020-11-26,Vente,346750.0,34172,Montpellier,Maison,93.0,4.0,sols,286.0
167470,2020-471881,2020-11-19,Vente,985000.0,34172,Montpellier,Maison,170.0,5.0,sols,416.0
167501,2020-471893,2020-11-09,Vente,680000.0,34172,Montpellier,Maison,100.0,5.0,sols,355.0
167531,2020-471909,2020-12-01,Vente,905000.0,34172,Montpellier,Maison,191.0,7.0,sols,1236.0
167650,2020-471974,2020-11-26,Vente,370000.0,34172,Montpellier,Maison,120.0,5.0,,
167854,2020-472051,2020-06-01,Vente,250000.0,34172,Montpellier,Maison,91.0,4.0,sols,267.0
167888,2020-472061,2020-11-24,Vente,347650.0,34172,Montpellier,Maison,106.0,4.0,sols,209.0
167918,2020-472078,2020-11-19,Vente,245000.0,34172,Montpellier,Maison,90.0,4.0,sols,258.0
167926,2020-472083,2020-11-30,Vente,268000.0,34172,Montpellier,Maison,78.0,3.0,sols,146.0
167928,2020-472085,2020-12-01,Vente,190000.0,34172,Montpellier,Maison,53.0,3.0,,
167934,2020-472089,2020-12-04,Vente,342464.0,34172,Montpellier,Maison,110.0,2.0,sols,199.0
167951,2020-472096,2020-12-04,Vente,214500.0,34172,Montpellier,Maison,102.0,4.0,sols,240.0
167964,2020-472101,2020-11-30,Vente,249000.0,34172,Montpellier,Maison,75.0,3.0,sols,240.0
167982,2020-472113,2020-11-20,Vente,310000.0,34172,Montpellier,Maison,102.0,5.0,,
168377,2020-472313,2020-11-26,Vente,276000.0,34172,Montpellier,Maison,120.0,4.0,sols,99.0
168424,2020-472326,2020-11-30,Vente,250000.0,34172,Montpellier,Maison,68.0,3.0,sols,148.0
168431,2020-472333,2020-11-30,Vente,273000.0,34172,Montpellier,Maison,61.0,4.0,sols,440.0
168488,2020-472358,2020-12-11,Vente,913500.0,34172,Montpellier,Maison,262.0,5.0,sols,843.0
168489,2020-472359,2020-12-01,Vente,550000.0,34172,Montpellier,Maison,88.0,4.0,sols,529.0
168494,2020-472363,2020-12-10,Vente,417230.0,34172,Montpellier,Maison,77.0,4.0,sols,105.0
168548,2020-472392,2020-12-03,Vente,278800.0,34172,Montpellier,Maison,82.0,3.0,sols,156.0
168563,2020-472398,2020-12-15,Vente,298000.0,34172,Montpellier,Maison,60.0,3.0,,
168580,2020-472407,2020-11-25,Vente,438350.0,34172,Montpellier,Maison,94.0,5.0,sols,419.0
168614,2020-472422,2020-12-08,Vente,496400.0,34172,Montpellier,Maison,81.0,4.0,sols,401.0
168826,2020-472513,2020-11-30,Vente,515000.0,34172,Montpellier,Maison,133.0,4.0,sols,448.0
168852,2020-472524,2020-12-01,Vente,370000.0,34172,Montpellier,Maison,101.0,5.0,,
168869,2020-472534,2020-12-18,Vente,240720.0,34172,Montpellier,Maison,78.0,4.0,sols,182.0
168875,2020-472537,2020-12-11,Vente,303505.0,34172,Montpellier,Maison,82.0,4.0,sols,291.0
168880,2020-472540,2020-12-14,Vente,244000.0,34172,Montpellier,Maison,78.0,4.0,sols,152.0
168939,2020-472566,2020-12-10,Vente,600000.0,34172,Montpellier,Maison,236.0,9.0,sols,1000.0
168940,2020-472566,2020-12-10,Vente,600000.0,34172,Montpellier,Maison,236.0,9.0,terrains d'agrément,2567.0
169016,2020-472597,2020-12-17,Vente,250000.0,34172,Montpellier,Maison,73.0,3.0,,
169127,2020-472649,2020-12-11,Vente,338000.0,34172,Montpellier,Maison,97.0,5.0,sols,301.0
169281,2020-472730,2020-12-22,Vente,668100.0,34172,Montpellier,Maison,187.0,6.0,sols,602.0
169297,2020-472740,2020-12-08,Vente,950000.0,34172,Montpellier,Maison,126.0,5.0,terrains d'agrément,1260.0
169298,2020-472740,2020-12-08,Vente,950000.0,34172,Montpellier,Maison,126.0,5.0,sols,600.0
169301,2020-472742,2020-12-08,Vente,950000.0,34172,Montpellier,Maison,225.0,4.0,sols,600.0
169302,2020-472742,2020-12-08,Vente,950000.0,34172,Montpellier,Maison,225.0,4.0,terrains d'agrément,1428.0
169364,2020-472779,2020-12-18,Vente,515300.0,34172,Montpellier,Maison,58.0,3.0,sols,392.0
169414,2020-472808,2020-12-14,Vente,430000.0,34172,Montpellier,Maison,110.0,5.0,sols,260.0
169431,2020-472817,2020-12-09,Vente,406500.0,34172,Montpellier,Maison,110.0,5.0,,
169441,2020-472823,2020-11-06,Vente,372000.0,34172,Montpellier,Maison,95.0,4.0,sols,451.0
169647,2020-472915,2020-12-15,Vente,317000.0,34172,Montpellier,Maison,119.0,5.0,sols,246.0
169695,2020-472938,2020-12-14,Vente,409260.0,34172,Montpellier,Maison,93.0,5.0,sols,211.0
169758,2020-472968,2020-12-15,Vente,215000.0,34172,Montpellier,Maison,64.0,3.0,,
169783,2020-472978,2020-12-15,Vente,520000.0,34172,Montpellier,Maison,137.0,6.0,sols,308.0
169829,2020-473001,2020-12-15,Vente,489000.0,34172,Montpellier,Maison,125.0,4.0,sols,470.0
169892,2020-473033,2020-12-21,Vente,315000.0,34172,Montpellier,Maison,86.0,4.0,sols,123.0
169895,2020-473034,2020-12-23,Vente,500000.0,34172,Montpellier,Maison,110.0,5.0,sols,550.0
169931,2020-473053,2020-12-30,Vente,264000.0,34172,Montpellier,Maison,78.0,4.0,sols,353.0
169966,2020-473075,2020-12-22,Vente,438500.0,34172,Montpellier,Maison,122.0,6.0,sols,767.0
170032,2020-473114,2020-12-16,Vente,385000.0,34172,Montpellier,Maison,65.0,3.0,sols,542.0
170033,2020-473115,2020-12-17,Vente,315000.0,34172,Montpellier,Maison,88.0,3.0,sols,439.0
170043,2020-473121,2020-12-16,Vente,325000.0,34172,Montpellier,Maison,82.0,4.0,terrains a bâtir,245.0
170100,2020-473151,2020-12-22,Vente,75000.0,34172,Montpellier,Maison,50.0,3.0,sols,74.0
170103,2020-473153,2020-12-17,Vente,277572.0,34172,Montpellier,Maison,81.0,4.0,,
170106,2020-473154,2020-12-17,Vente,299000.0,34172,Montpellier,Maison,140.0,4.0,,
170190,2020-473178,2020-12-28,Vente,272000.0,34172,Montpellier,Maison,80.0,3.0,sols,197.0
170198,2020-473182,2020-12-30,Vente,1420000.0,34172,Montpellier,Maison,190.0,6.0,sols,448.0
170235,2020-473206,2020-12-17,Vente,475330.0,34172,Montpellier,Maison,80.0,4.0,sols,157.0
170261,2020-473222,2020-12-11,Vente,386000.0,34172,Montpellier,Maison,70.0,4.0,sols,58.0
170307,2020-473245,2020-12-17,Vente,265000.0,34172,Montpellier,Maison,93.0,4.0,sols,181.0
170308,2020-473246,2020-12-17,Vente,368000.0,34172,Montpellier,Maison,107.0,5.0,,
170344,2020-473268,2020-12-24,Vente,198650.0,34172,Montpellier,Maison,62.0,3.0,sols,53.0
170408,2020-473296,2020-12-22,Vente,325200.0,34172,Montpellier,Maison,68.0,3.0,sols,101.0
170523,2020-473351,2020-12-28,Vente,238800.0,34172,Montpellier,Maison,86.0,4.0,,
170531,2020-473357,2020-12-18,Vente,991000.0,34172,Montpellier,Maison,176.0,8.0,sols,500.0
170535,2020-473357,2020-12-18,Vente,991000.0,34172,Montpellier,Maison,176.0,8.0,jardins,1205.0
170572,2020-473374,2020-12-30,Vente,230000.0,34172,Montpellier,Maison,32.0,3.0,sols,52.0
170661,2020-473408,2020-12-18,Vente,430000.0,34172,Montpellier,Maison,80.0,5.0,sols,248.0
170679,2020-473418,2020-12-23,Vente,367000.0,34172,Montpellier,Maison,67.0,4.0,sols,175.0
170720,2020-473441,2020-12-30,Vente,725000.0,34172,Montpellier,Maison,120.0,5.0,sols,530.0
170774,2020-473470,2020-12-21,Vente,584400.0,34172,Montpellier,Maison,117.0,5.0,sols,473.0
171014,2020-473603,2020-12-28,Vente,217000.0,34172,Montpellier,Maison,100.0,5.0,,
171083,2020-473638,2020-12-30,Vente,679750.0,34172,Montpellier,Maison,105.0,4.0,sols,433.0
171091,2020-473643,2020-12-28,Vente,201150.0,34172,Montpellier,Maison,72.0,4.0,,
171104,2020-473652,2020-12-30,Vente,414000.0,34172,Montpellier,Maison,96.0,5.0,sols,254.0
171211,2020-473679,2020-12-23,Vente,457000.0,34172,Montpellier,Maison,153.0,5.0,sols,683.0
171274,2020-473707,2020-11-20,Vente,280000.0,34172,Montpellier,Maison,78.0,3.0,sols,167.0
171277,2020-473710,2020-12-21,Vente,439000.0,34172,Montpellier,Maison,105.0,4.0,sols,315.0
171375,2020-473755,2020-12-23,Vente,320000.0,34172,Montpellier,Maison,78.0,4.0,,
171399,2020-473768,2020-12-29,Vente,286000.0,34172,Montpellier,Maison,89.0,4.0,,
171433,2020-473789,2020-12-23,Vente,385000.0,34172,Montpellier,Maison,108.0,5.0,sols,337.0
171482,2020-473812,2020-12-29,Vente,944000.0,34172,Montpellier,Maison,45.0,2.0,sols,762.0
171483,2020-473812,2020-12-29,Vente,944000.0,34172,Montpellier,Maison,205.0,5.0,sols,269.0
171679,2020-473884,2020-12-29,Vente,687000.0,34172,Montpellier,Maison,300.0,9.0,sols,500.0
171681,2020-473884,2020-12-29,Vente,687000.0,34172,Montpellier,Maison,300.0,9.0,terrains d'agrément,1270.0
171705,2020-473898,2020-12-31,Vente,480000.0,34172,Montpellier,Maison,70.0,3.0,sols,500.0
171706,2020-473898,2020-12-31,Vente,480000.0,34172,Montpellier,Maison,70.0,3.0,terres,12752.0
171869,2020-473974,2020-12-31,Vente,250000.0,34172,Montpellier,Maison,96.0,4.0,sols,250.0
171933,2020-474005,2020-12-30,Vente,329000.0,34172,Montpellier,Maison,85.0,4.0,sols,215.0
171970,2020-474019,2020-12-23,Vente,993820.0,34172,Montpellier,Maison,80.0,4.0,sols,253.0
172137,2020-474056,2020-08-25,Vente,420000.0,34172,Montpellier,Maison,165.0,6.0,sols,500.0
172138,2020-474056,2020-08-25,Vente,420000.0,34172,Montpellier,Maison,165.0,6.0,jardins,92.0
191370,2020-483939,2020-10-23,Vente,242560.0,34172,Montpellier,Maison,91.0,5.0,sols,244.0
218731,2021-547865,2021-01-12,Vente,285235.0,34172,Montpellier,Maison,88.0,5.0,,
218735,2021-547868,2021-01-12,Vente,254400.0,34172,Montpellier,Maison,85.0,4.0,sols,420.0
218756,2021-547877,2021-01-08,Vente,244000.0,34172,Montpellier,Maison,89.0,4.0,sols,126.0
218781,2021-547892,2021-01-07,Vente,268445.0,34172,Montpellier,Maison,82.0,4.0,sols,337.0
218792,2021-547900,2021-01-11,Vente,405000.0,34172,Montpellier,Maison,132.0,5.0,sols,602.0
218834,2021-547922,2021-01-05,Vente,202020.0,34172,Montpellier,Maison,76.0,4.0,,
218842,2021-547928,2021-01-04,Vente,300000.0,34172,Montpellier,Maison,82.0,5.0,sols,227.0
218900,2021-547964,2021-01-14,Vente,351120.0,34172,Montpellier,Maison,161.0,7.0,sols,213.0
218915,2021-547975,2021-01-18,Vente,239000.0,34172,Montpellier,Maison,107.0,5.0,sols,230.0
218921,2021-547979,2021-01-12,Vente,447000.0,34172,Montpellier,Maison,120.0,5.0,sols,173.0
218964,2021-547998,2021-01-15,Vente,445700.0,34172,Montpellier,Maison,68.0,4.0,sols,374.0
219072,2021-548023,2021-01-13,Vente,360000.0,34172,Montpellier,Maison,68.0,4.0,sols,330.0
219081,2021-548027,2021-01-18,Vente,232800.0,34172,Montpellier,Maison,77.0,4.0,sols,126.0
219082,2021-548028,2021-01-13,Vente,429000.0,34172,Montpellier,Maison,123.0,5.0,,
219292,2021-548142,2021-01-08,Vente,290000.0,34172,Montpellier,Maison,96.0,4.0,sols,381.0
219306,2021-548150,2021-01-15,Vente,341700.0,34172,Montpellier,Maison,90.0,6.0,sols,244.0
219331,2021-548166,2021-01-25,Vente,200000.0,34172,Montpellier,Maison,101.0,4.0,sols,256.0
219414,2021-548217,2021-01-13,Vente,220000.0,34172,Montpellier,Maison,70.0,3.0,sols,80.0
219425,2021-548223,2021-01-27,Vente,393000.0,34172,Montpellier,Maison,98.0,6.0,sols,272.0
219431,2021-548227,2021-01-13,Vente,1029000.0,34172,Montpellier,Maison,250.0,7.0,sols,282.0
219493,2021-548261,2021-01-22,Vente,420000.0,34172,Montpellier,Maison,50.0,3.0,sols,180.0
219527,2021-548281,2021-01-06,Vente,220000.0,34172,Montpellier,Maison,86.0,4.0,,
219546,2021-548292,2021-01-27,Vente,410400.0,34172,Montpellier,Maison,113.0,4.0,sols,373.0
